"Reaction KEGG ID","Reactants","Products","Reversability","EC list","Occurences","Names"
"R10276","C20270","C20481|C00013","1","4.2.3.140","0","(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate diphosphate-lyase (cis-abienol forming)|(13E)-8alpha-hydroxylabd-13-en-15-yl-diphosphate diphosphate-lyase (cis-abienol forming)|copal-8-ol-diphosphate diphosphate-lyase (cis-abienol forming)"
"R10277","C00047","C00408|C00014","1","4.3.1.28","0","L-lysine ammonia-lyase (cyclizing ammonia-forming)"
"R10278","C20413","C00010|C20417","1","4.4.1.26","0","3,5,7-trioxododecanoyl-CoA CoA-lyase (2,4-dihydroxy-6-pentylbenzoate-forming)"
"R10279","C03187","C03319","1","5.1.3.25","1","dTDP-6-deoxy-beta-L-talose 4-epimerase"
"R10280","C20482","C04856","1","5.1.99.6","0","(6R)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide 6-epimerase"
"R10281","C20483","C04899","1","5.1.99.6","0","(6R)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate 6-epimerase"
"R10282","C02094","C20484","1","5.2.1.14","1","beta-carotene 9-cis-all-trans isomerase"
"R10283","C20485","C00022|C00048","1","4.1.3.16|4.1.3.42","0","(4S)-4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)"
"R10284","C19760","C20486|C00013","1","4.2.3.142","0","(2Z,6Z)-farnesyl-diphosphate diphosphate-lyase (cyclizing 7-epizingiberene-forming)"
"R10285","C00114","C00565|C00084|C00080","1","4.3.99.4","0","choline trimethylamine-lyase (acetaldehyde-forming)"
"R10286","C00079","C20487","1","5.4.3.10","0","L-phenylalanine 2,3-aminomutase [(R)-3-amino-3-phenylpropanoate forming]"
"R10287","C00079","C20488","1","5.4.3.11","0","L-phenylalanine 2,3-aminomutase [(S)-3-amino-3-phenylpropanoate]"
"R10288","C00002|C04899","C00008|C00009|C00005","1","4.2.1.93","0","(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine-dinucleotide-phosphate hydro-lyase (ATP-hydrolysing NADPH-forming)"
"R10289","C20465|C00005|C00080","C20464|C00033|C00006","1","1.1.1.319","1","isochavicol:NADP+ oxidoreductase"
"R10290","C12137|C00190","C20489|C00015","1","2.4.2.51","1","UDP-alpha-D-xylose:pelargonidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"
"R10291","C08604|C00190","C20490|C00015","1","2.4.2.51","1","UDP-alpha-D-xylose:cyanidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"
"R10292","C12138|C00190","C20491|C00015","1","2.4.2.51","1","UDP-alpha-D-xylose:delphinidin-3-O-beta-D-glucoside 2'''-O-xylosyltransferase"
"R10293","C20489|C00029","C20492|C00015","1","2.4.1.295","1","UDP-alpha-D-glucose:pelargonidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"
"R10294","C20490|C00029","C20493|C00015","1","2.4.1.295","1","UDP-alpha-D-glucose:cyanidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"
"R10295","C20491|C00029","C20494|C00015","1","2.4.1.295","1","UDP-alpha-D-glucose:delphinidin-3-O-beta-D-sambubioside 5-O-glucosyltransferase"
"R10296","C20470|C12137","C06672|C20495","1","2.4.1.300","1","1-O-vanilloyl-beta-D-glucose:pelargonidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"
"R10297","C20470|C12138","C06672|C20496","1","2.4.1.300","1","1-O-vanilloyl-beta-D-glucose:delphinidin-3-O-beta-D-glucoside 7-O-beta-D-glucosyltransferase"
"R10298","C12137|C01175","C08725|C00482","1","2.4.1.299","1","1-O-sinapoyl-beta-D-glucose:pelargonidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"
"R10299","C12138|C01175","C16312|C00482","1","2.4.1.299","1","1-O-sinapoyl-beta-D-glucose:delphinidin-3-O-beta-D-glucoside 5-O-beta-D-glucosyltransferase"
"R10301","C18235|C00003|C00001","C00058|C06717|C00004|C00080","1","1.1.1.306","0","S-(hydroxymethyl)mycothiol:NAD+ oxidoreductase"
"R10302","C00067|C06717","C18235","1","","0",""
"R10303","C20497|C20415","C20498|C00363","1","2.4.1.325","0","dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose:lipid II 4-acetamido-4,6-dideoxy-D-galactosyltransferase"
"R10304","C20424|C00074|C00001","C20418|C00009","1","2.5.1.101","1","phosphoenolpyruvate:2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose 1-(2-carboxy-2-oxoethyl)transferase"
"R10305","C00979|C00155","C02291|C00033","1","","3","O3-acetyl-L-serine:L-homocysteine S-(2-amino-2-carboxyethyl)transferase"
"R10306","C00019|C04441","C00021|C01573","1","2.1.1.98","0","S-adenosyl-L-methionine:2-(3-carboxy-3-aminopropyl)-L-histidine-[translation elongation factor 2] methyltransferase"
"R10307","C00019|C20445","C00021|C03944","1","2.1.1.110","1","S-adenosyl-L-methionine:dihydrosterigmatocystin 8-O-methyltransferase"
"R10308","C01500|C00003","C01499|C00004|C00080","1","1.1.1.347","0","geraniol:NAD+ oxidoreductase"
"R10309","C20499|C00006","C20452|C00005|C00080","1","1.1.1.349","1","(1'S)-averantin:NADP+ oxidoreductase"
"R10310","C20500|C00003","C20502|C00004|C00080","1","1.1.1.352","1","(1'S,5'S)-hydroxyaverantin:NAD+ oxidoreductase"
"R10311","C20501|C00003","C20502|C00004|C00080","1","1.1.1.352","1","(1'S,5'R)-hydroxyaverantin:NAD+ oxidoreductase"
"R10312","C00825|C00026|C00007","C20509|C00042|C00014|C00011","1","1.14.11.37","0","kanamycin-B,2-oxoglutarate:oxygen oxidoreductase (deaminating, 2'-hydroxylating)"
"R10313","C19943|C00007|C00005|C00080","C20510|C00006|C00001","1","1.14.13.173","0","11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"
"R10314","C20510|C00007|C00005|C00080","C20511|C00006|C00001","1","1.14.13.173","0","30-hydroxy-11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"
"R10315","C20511|C00007|C00005|C00080","C02283|C00006|C00001","1","1.14.13.173","0","glycyrrhetaldehyde,NADPH:oxygen oxidoreductase (30-hydroxylating)"
"R10316","C19943|C00007|C00005|C00080","C02283|C00006|C00001","1","1.14.13.173","0","11-oxo-beta-amyrin,NADPH:oxygen oxidoreductase (30-hydroxylating)"
"R10317","C20499|C00007|C00005|C00080","C20500|C00006|C00001","1","1.14.13.174","1","(1'S)-averantin,NADPH:O2 oxidoreductase (5'-hydroxylating)"
"R10318","C20499|C00005|C00080|C00007","C20501|C00006|C00001","1","1.14.13.174","1","(1'S)-averantin,NADPH:O2 oxidoreductase (5'-hydroxylating)"
"R10319","C03686|C00005|C00080|C00007","C06800|C00006|C00001|C00132|C00011","1","1.14.13.175","1","8-O-methylsterigmatocystin,NADPH:O2 oxidoreductase (aflatoxin-B forming)"
"R10320","C03944|C00005|C00080|C00007","C16753|C00006|C00001|C00132|C00011","1","1.14.13.175","1","8-O-methyldihydrosterigmatocystin,NADPH:O2 oxidoreductase (aflatoxin-B forming)"
"R10321","C20512|C00005|C00080|C00007","C20513|C00006|C00001","1","1.14.13.176","0","tryprostatin B,NADPH:oxygen oxidoreductase (6-hydroxytryprostatin B-forming)"
"R10322","C20514|C00138|C00007","C20515|C00139|C00001","1","1.14.15.13","0","cyclo(L-leucyl-L-leucyl),reduced-ferredoxin:oxygen oxidoreductase (N-hydroxylating,aromatizing)"
"R10323","C20516|C00005|C00080|C00007","C20517|C00006|C00001","1","1.14.21.9","0","cyclo(L-tyrosyl-L-tyrosyl),NADPH:oxygen oxidoreductase (diarylbridge-forming)"
"R10324","C00577|C00001|C00028","C00258|C00030","1","1.2.99.8","4","D-glyceraldehyde:acceptor oxidoreductase (FAD-containing)"
"R10325","C20518|C00003","C04638|C00004|C00080","1","1.3.1.101","1","2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NAD+ oxidoreductase"
"R10326","C20518|C00006","C04638|C00005|C00080","1","1.3.1.101","1","2,3-bis-(O-phytany)l-sn-glycerol 1-phosphate:NADP+ oxidoreductase"
"R10327","C20519|C00007","C20521|C00027","1","1.3.3.13","0","cyclo(L-leucyl-L-phenylalanyl):oxygen oxidoreductase"
"R10328","C20521|C00007","C20520|C00027","1","1.3.3.13","0","cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl]:oxygen oxidoreductase"
"R10329","C20519|C00007","C20520|C00027","1","1.3.3.13","0","cyclo(L-leucyl-L-phenylalanyl):oxygen oxidoreductase"
"R10330","C20522|C00028","C00785|C00030","1","1.3.99.33","1","dihydrourocanate:acceptor oxidoreductase"
"R10331","C20518|C00028","C04638|C00030","1","1.3.99.34","1","2,3-bis-(O-phytanyl)-sn-glycerol 1-phosphate:acceptor oxidoreductase"
"R10332","C01217|C00003","C05927|C00004|C00080","1","1.5.1.47","0","5,6,7,8-tetrahydromethanopterin 5,6-oxidoreductase"
"R10333","C04022|C00101","C08276|C00440","1","2.1.1.269","1","S,S-dimethyl-beta-propiothetin:tetrahydrofolate S-methyltransferase"
"R10334","C02047|C03511","C01645|C01648|C20519","1","2.3.2.20","0","L-leucyl-tRNALeu:L-phenylalanyl-tRNAPhe leucyltransferase (cyclizing)"
"R10335","C02839","C00787|C20516","1","2.3.2.21","0","L-tyrosyl-tRNATyr:L-tyrosyl-tRNATyr tyrosyltransferase (cyclizing)"
"R10336","C02047","C01645|C20514","1","2.3.2.22","0","L-leucyl-tRNALeu:L-leucyl-tRNALeu leucyltransferase (cyclizing)"
"R10337","C00119|C00568","C20559|C00011|C00013","1","2.4.2.54","0","5-phospho-alpha-D-ribose 1-diphosphate:4-aminobenzoate 5-phospho-beta-D-ribofuranosyltransferase (decarboxylating)"
"R10338","C01137|C00179","C00170|C20560","1","2.5.1.104","0","S-adenosyl 3-(methylthio)propylamine:agmatine 3-aminopropyltransferase"
"R10339","C04807|C20559","C20562|C00013","1","2.5.1.105","0","(7,8-dihydropterin-6-yl)methyl diphosphate:4-(beta-D-ribofuranosyl)aniline 5'-phosphate 6-hydroxymethyl-7,8-dihydropterintransferase"
"R10340","C00235|C20563","C00013|C20512","1","2.5.1.106","0","dimethylallyl-diphosphate:brevianamide-F dimethylallyl-C-2-transferase"
"R10341","C00235|C20045","C00013|C20564","1","2.5.1.107","0","dimethylallyl-diphosphate:verruculogen dimethylallyl-O-transferase"
"R10342","C00002","C00013|C20565","1","2.7.7.85","0","ATP:ATP adenylyltransferase (cyclizing)"
"R10343","C00091|C00033","C00024|C00042","1","2.8.3.18","7","succinyl-CoA:acetate CoA-transferase"
"R10344","C20567|C00001","C05925","1","3.1.4.56","0","7,8-dihydroneopterin 2',3'-cyclic phosphate 3'-phosphodiesterase"
"R10345","C20567|C00001","C20566","1","3.1.4.56","0","7,8-dihydroneopterin 2',3'-cyclic phosphate 2'-phosphodiesterase"
"R10346","C20568|C00001","C20569","1","3.2.1.185","0","beta-L-arabinofuranoside non-reducing end beta-L-arabinofuranosidase"
"R10347","C20560|C00001","C00315|C00086","1","3.5.3.24","0","N1-aminopropylagmatine amidinohydrolase"
"R10348","C00044|C00001","C20567|C00058|C00013","1","3.5.4.39","0","GTP 7,8-8,9-dihydrolase (cyclizing, formate-releasing, diphosphate-releasing)"
"R10349","C00353|C03506","C20525|C00118|C00013","1","","3",""
"R10350","C20525|C00007|C00005|C00080","C20526|C00006|C00001","1","1.14.13.-","3","3-geranylgeranylindole,NADPH:oxygen oxidoreductase (10,11-epoxidizing)"
"R10351","C20527|C00007|C00005|C00080","C20529|C00006|C00001","1","1.14.13.-","3","emindole-SB,NADPH:oxygen oxidoreductase (14,15-epoxidizing)"
"R10352","C20526","C20527","1","","3",""
"R10353","C20529","C20530","1","","3",""
"R10356","C20587|C00005|C00080|C00007","C20534|C00006|C00001|C00058","1","1.14.13.-","2","paspaline-B,NADPH:oxygen oxidoreductase"
"R10357","C20534|C00007|C00005|C00080","C20535|C00006|C00001","1","1.14.13.-","2",""
"R10358","C20535|C00007|C00005|C00080","C20531|C00006|C00001","1","1.14.13.-","2",""
"R10359","C20531|C00005|C00080|C00007","C13782|C00006|C00001","1","1.14.13.-","2","13-desoxypaxilline,NADPH:oxygen oxidoreductase"
"R10360","C13782|C00235","C20561|C00013","1","","2",""
"R10361","C20531|C00005|C00007|C00080","C20553|C00006|C00001","1","","2",""
"R10362","C20553|C00007|C00005|C00080","C20554|C00006|C00001","1","1.14.13.-","2",""
"R10365","C20554|C00235","C20555|C00013","1","2.5.1.-","2","dimethylallyl-diphosphate:paspalinine dimethylallyltransferase"
"R10366","C20542|C00005|C00080|C00007","C20543|C00006|C00001","1","1.14.13.-","2","13-desoxyterpendole I,NADPH:oxygen oxidoreductase"
"R10367","C20532|C00007|C00005|C00080","C20548|C00006|C00001","1","1.14.13.-","2",""
"R10368","C20550|C00005|C00007|C00080","C20551|C00006|C00001","1","1.14.21.-","2",""
"R10369","C20543|C00235","C20532|C00013","1","","2",""
"R10370","C20548|C00235","C20550|C00013","1","2.5.1.-","2","dimethylallyl-diphosphate:lolitriol dimethylallyl-O-transferase"
"R10371","C20530|C00005|C00080|C00007","C20587|C00006|C00001","1","1.14.13.-","2","paspaline,NADPH:oxygen oxidoreductase"
"R10372","C20587","C20586","1","","1",""
"R10373","C20530|C00007|C00005|C00080","C20536|C00006|C00001","1","1.14.13.-","2","paspaline,NADPH:oxygen oxidoreductase"
"R10376","C20536|C00005|C00007|C00080","C20542|C00058|C00006|C00001","1","1.14.13.-","2",""
"R10379","C20534|C00007|C00005|C00080","C20543|C00006|C00001","1","1.14.13.-","2",""
"R10380","C20543|C00235","C20545|C00013","1","2.5.1.-","2","dimethylallyl-diphosphate:terpendole-I dimethylallyl-O-transferase"
"R10381","C20545|C00005|C00007|C00080","C20546|C00006|C00001","1","1.14.21.-","2",""
"R10382","C20546","C20552","1","","2",""
"R10383","C20546|C00235","C20595|C00013","1","","2",""
"R10384","C20545|C00235","C20594|C00013","1","","2",""
"R10385","C06020|C18802","C06021|C18799","1","2.1.1.245","0","5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein methyltransferase"
"R10388","C06058|C00001|C00007","C00071|C00088|C00027","1","1.7.3.1","1","nitroalkane:oxygen oxidoreductase"
"R10389","C06058|C00001|C00007","C01450|C00088|C00027","1","1.7.3.1","1","nitroalkane:oxygen oxidoreductase"
"R10390","C00282|C19692","C00283|C19692","1","1.12.98.4","1","H2:polysulfide oxidoreductase"
"R10391","C16583","C16597","1","4.2.1.114","2","(R)-(homo)2-citrate hydro-lyase [(-)-threo-Iso(homo)2-citrate forming]"
"R10392","C16583","C20581|C00001","1","4.2.1.114","3","(R)-(homo)2-citrate hydro-lyase"
"R10393","C20581|C00001","C16597","1","4.2.1.114","3","(-)-threo-iso(homo)2-citrate hydro-lyase"
"R10394","C16598","C16600","1","4.2.1.114","2","(R)-(homo)3-citrate hydro-lyase [(-)-threo-Iso(homo)3-citrate forming]"
"R10395","C16598","C20582|C00001","1","4.2.1.114","3","(R)-(homo)3-citrate hydro-lyase"
"R10396","C20582|C00001","C16600","1","4.2.1.114","3","(-)-threo-iso(homo)3-citrate hydro-lyase"
"R10397","C16590","C16593","1","","2",""
"R10398","C20506|C00001","C20508|C00033","1","3.1.1.94","1","versiconol acetate O-acetylhydrolase"
"R10399","C20506|C00006","C20505|C00005|C00080","1","1.1.1.353","1","versiconol-acetate:NADP+ oxidoreductase"
"R10400","C20508|C00006","C20507|C00005|C00080","1","1.1.1.353","1","versiconol:NADP+ oxidoreductase"
"R10401","C20505|C00001","C20507|C00033","1","3.1.1.94","1","versiconal-hemiacetal-acetate O-acetylhydrolase"
"R10402","C20507","C20575|C00001","1","4.2.1.143","1","versiconal hydro-lyase (versicolorin-B forming)"
"R10403","C00019|C20444","C00021|C20445","1","2.1.1.109","1","S-adenosyl-L-methionine:dihydrodemethylsterigmatocystin 6-O-methyltransferase"
"R10404","C00019","C00021","1","2.1.1.-","3",""
"R10405","C20536","C20586","1","","2",""
"R10406","C20586","C20528","1","","2",""
"R10407","C03752|C04261","C20589|C00615","1","2.7.1.69","2",""
"R10408","C20589","C04442|C00014","1","4.3.1.29","2","6-phospho-D-glucosaminate ammonia-lyase (2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)"
"R10409","C05824|C07292","C00097|C00094|C07293","1","","2",""
"R10410","C20593","C13782","1","","2",""
"R10411","C00031|C00028","C00198|C00030","1","1.1.99.35","0","D-glucose:acceptor oxidoreductase"
"R10412","C01126|C00003","C03461|C00004|C00080","1","1.1.1.354","0","(2E,6E)-farnesol:NAD+ 1-oxidoreductase"
"R10413","C20602|C00026|C00007","C20603|C00042|C00011","1","1.14.11.40","0","L-enduracididine,2-oxoglutarate:O2 oxidoreductase (3-hydroxylating)"
"R10414","C20604|C00005|C00080|C00007","C20605|C00006|C00001","1","1.14.13.177","0","fumitremorgin C,NADPH:oxygen oxidoreductase (12alpha,13alpha-dihydroxyfumitremorgin C-forming)"
"R10415","C17367|C00026|C00007","C06669|C00042|C00011|C00001","1","1.14.20.3|1.14.20.-","2","(3S,5S)-carbapenam-3-carboxylate,2-oxoglutarate:oxygen oxidoreductase (dehydrating)"
"R10416","C20607|C00005|C00080|C00007","C20604|C00006|C00001","1","1.14.21.10","0","tryprostatin A,NADPH:oxygen oxidoreductase"
"R10417","C01822|C00006","C20509|C00005|C00080","1","1.1.1.355","0","kanamycin A:NADP+ oxidoreductase"
"R10418","C20608|C00006","C20609|C00005|C00080","1","1.3.1.103","0","(S)-2-chloropropanoate:NADP+ oxidoreductase"
"R10419","C00283|C00003","C00087|C00004|C00080","1","1.8.1.18","0","hydrogen sulfide:NAD+ oxidoreductase (CoA-dependent)"
"R10420","C20613|C00003","C20612|C00004|C00080","1","1.1.1.356","0","GDP-beta-L-colitose:NAD+ 4-oxidoreductase (5-epimerizing)"
"R10421","C20613|C00006","C20612|C00005|C00080","1","1.1.1.356","0","GDP-beta-L-colitose:NADP+ 4-oxidoreductase (5-epimerizing)"
"R10422","C03072|C00003","C01876|C00004|C00080","1","1.1.1.50|1.1.1.213|1.1.1.357","0","3alpha-hydroxysteroid:NAD+ 3-oxidoreductase"
"R10423","C03072|C00006","C01876|C00005|C00080","1","1.1.1.50|1.1.1.213|1.1.1.357","0","3alpha-hydroxysteroid:NADP+ 3-oxidoreductase"
"R10424","C12211|C20350","C00015|C01822","1","2.4.1.301","0","UDP-alpha-D-kanosamine:2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase"
"R10425","C12211|C01441","C00015|C00825","1","2.4.1.301","0","UDP-alpha-D-kanosamine:neamine 1-alpha-D-kanosaminyltransferase"
"R10426","C12211|C01743","C00015|C01823","1","2.4.1.301","0","UDP-alpha-D-kanosamine:paromamine 1-alpha-D-kanosaminyltransferase"
"R10427","C12211|C20353","C00015|C20614","1","2.4.1.301","0","UDP-alpha-D-kanosamine:2'-deamino-2'-hydroxyparomamine 1-alpha-D-kanosaminyltransferase"
"R10428","C20655|C00003","C20616|C00004|C00080","1","1.1.1.359","0","an aldopyranose:NAD+ 1-oxidoreductase"
"R10429","C20655|C00006","C20616|C00005|C00080","1","1.1.1.359","0","an aldopyranose:NADP+ 1-oxidoreductase"
"R10430","C03172|C05688","C00073|C05689","1","2.1.1.280","0","S-methyl-L-methionine:L-selenocysteine Se-methyltransferase"
"R10431","C00019|C00166","C00021|C20646","1","2.1.1.281","0","S-adenosyl-L-methionine:2-oxo-3-phenylpropanoate C3-methyltransferase"
"R10432","C00052|C01289","C00015|C20617","1","2.4.1.303","0","UDP-alpha-D-galactose:N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-beta-galactosyltransferase"
"R10433","C00052|C01289","C00015|C20618","1","2.4.1.304","0","UDP-alpha-D-galactose:N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol beta-1,4-galactosyltransferase"
"R10434","C00029|C01289","C00015|C20619","1","2.4.1.305","0","UDP-alpha-D-glucose:N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol beta-1,3-glucosyltransferase"
"R10435","C00203|C20620","C00015|C20621","1","2.4.1.306","0","UDP-N-acetyl-alpha-D-galactosamine:N-acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol alpha-1,3-N-acetyl-D-galactosyltransferase"
"R10436","C00052|C20621","C00015|C20622","1","2.4.1.307","0","UDP-alpha-D-galactose:alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol beta-1,3-galactosyltransferase"
"R10438","C00283|C00006","C00087|C00005|C00080","1","1.8.1.18","0","hydrogen sulfide:NADP+ oxidoreductase (CoA-dependent)"
"R10439","C00325|C20622","C00035|C20625","1","2.4.1.308","0","GDP-beta-L-fucose:beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol alpha-1,2-fucosyltransferase"
"R10440","C00052|C20625","C00015|C20626","1","2.4.1.309","0","UDP-alpha-D-galactose:alpha-L-Fuc-(1->2)-beta-D-Gal-(1->3)-alpha-D-GalNAc-(1->3)-alpha-D-GalNAc-diphospho-ditrans,octacis-undecaprenol alpha-1,3-galactosyltransferase"
"R10441","C20627|C00065","C00055|C20628","1","2.7.8.38","0","CDP-2,3-bis-(O-phytanyl)-sn-glycerol:L-serine 2,3-bis-(O-phytanyl)-sn-glycerol phosphotransferase"
"R10442","C00454|C00001","C01117|C00009","1","3.6.1.5","0",""
"R10443","C00201|C00001","C01117|C00009","1","3.6.1.5","0","nucleoside triphosphate phosphohydrolase (nucleoside monophosphoate-forming)"
"R10444","C20623|C00007|C00080","C20624|C00001|C00080","1","1.10.3.13","0","caldariellaquinol:O2 oxidoreductase (H+-transporting)"
"R10445","C20630|C00026|C00007|C00030","C20045|C00042|C00011|C00001|C00028","1","1.14.11.38","0","fumitremorgin B,2-oxoglutarate:oxygen oxidoreductase (verruculogen-forming)"
"R10446","C00152|C00026|C00007","C20631|C00042|C00011","1","1.14.11.39","0","L-asparagine,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
"R10447","C00019|C00180","C00021|C20645","1","2.1.1.273","0","S-adenosyl-L-methionine:benzoate O-methyltransferase"
"R10448","C00019|C00805","C00021|C12305","1","2.1.1.274","0","S-adenosyl-L-methionine:salicylate 1-O-methyltransferase"
"R10449","C00019|C11863","C00021|C20632","1","2.1.1.275","0","S-adenosyl-L-methionine:gibberellin A9 O-methyltransferase"
"R10450","C00019|C11864","C00021|C20633","1","2.1.1.276","0","S-adenosyl-L-methionine:gibberellin A4 O-methyltransferase"
"R10451","C00019|C00108","C00021|C20634","1","2.1.1.277","0","S-adenosyl-L-methionine:anthranilate O-methyltransferase"
"R10452","C00019|C00954","C00021|C20635","1","2.1.1.278","0","S-adenosyl-L-methionine:(indol-3-yl)acetate O-methyltransferase"
"R10453","C00002|C12458|C12468","C00020|C00013|C20629","1","6.3.1.15","2","3-dimethylallyl-4-hydroxybenzoate:3-amino-4,7-dihydroxycoumarin ligase (AMP-forming)"
